batter,batsman_runs,impact_score,pressure_score,momentum,is_wicket,player_rating
ST Jayasuriya,768,3.019197207678883,0.5130890052356021,1.2181500872600348,29,269.9010471204188
SN Khan,746,2.897482014388489,1.4676258992805755,1.0719424460431655,36,262.33228417266184
GC Smith,739,2.3523878437047756,0.6743849493487699,0.9406657018813314,30,259.56110709117223
AD Mathews,724,2.184474123539232,1.8447412353923205,1.018363939899833,31,254.5187395659432
Nithish Kumar Reddy,709,2.7624521072796937,1.0402298850574712,1.1590038314176245,26,249.28045977011493
Abishek Porel,696,3.348178137651822,0.6680161943319838,1.131578947368421,31,244.79696356275304
Naman Dhir,695,3.0186046511627906,1.486046511627907,1.4116279069767441,23,244.5841860465116
V Suryavanshi,692,4.399068322981367,0.4440993788819876,1.9223602484472049,18,243.77305900621118
TL Suman,676,2.4770017035775127,1.0562180579216354,0.938671209540034,30,237.6182282793867
AM Nayar,672,2.625,1.4948979591836735,0.8962585034013606,39,236.334481292517
GJ Bailey,663,2.3768115942028984,1.4764492753623188,0.9909420289855072,29,233.13768115942028
E Lewis,654,2.843687374749499,0.6492985971943888,1.160320641282565,24,229.97284569138276
PJ Cummins,641,2.9700460829493087,2.5230414746543777,1.163594470046083,35,225.82983870967743
PP Chawla,624,2.7767241379310343,2.5879310344827586,0.6517241379310345,57,219.7421120689655
Rashid Khan,620,3.4021479713603817,3.0047732696897373,1.0501193317422435,45,218.6615155131265
CH Morris,618,2.6610169491525424,2.6779661016949152,1.2033898305084745,29,217.7415254237288
JJ Roy,614,2.733695652173913,0.6021739130434782,1.2173913043478262,19,215.9473369565217
JD Ryder,604,3.1545064377682404,0.6909871244635193,1.0407725321888412,29,212.5349785407725
Shahbaz Ahmed,603,2.3333333333333335,1.746124031007752,0.9709302325581395,30,212.1767441860465
HM Amla,577,2.4677033492822966,0.7607655502392344,1.2799043062200957,13,202.9750598086124
CJ Anderson,538,2.477064220183486,1.2706422018348624,1.0298165137614679,22,189.3793577981651
RS Bopara,531,2.173076923076923,1.0876068376068375,0.9871794871794872,19,186.80822649572647
WG Jacks,530,3.359598853868195,0.5587392550143266,1.2951289398280803,19,186.71067335243552
D Brevis,529,3.1263297872340425,0.7606382978723404,1.1835106382978724,21,186.32041223404252
Ashutosh Sharma,528,2.6327433628318584,2.3569321533923304,1.3657817109144543,20,186.20272861356932
MK Lomror,527,3.1568123393316196,1.6066838046272494,1.0668380462724936,30,185.77390745501285
JP Faulkner,527,2.3669950738916254,2.6083743842364533,1.019704433497537,28,185.7673645320197
M Manhas,514,2.006172839506173,1.6296296296296295,0.8724279835390947,24,180.90195473251026
Gurkeerat Singh,511,2.5,1.6123853211009174,0.9311926605504587,27,179.98371559633026
OA Shah,506,1.8320987654320988,1.6888888888888889,1.1975308641975309,13,178.13530864197529
PC Valthaty,505,2.6574074074074074,0.7384259259259259,0.9930555555555556,22,177.76064814814816
SW Billings,503,3.026315789473684,0.9874686716791979,1.005012531328321,26,177.2050751879699
SE Rutherford,500,2.5633423180592994,1.8814016172506738,1.1832884097035041,22,176.25377358490567
R Powell,486,2.7787114845938374,1.887955182072829,1.1092436974789917,24,171.39411764705883
RR Rossouw,473,3.4080996884735204,0.8753894080996885,1.1993769470404985,21,166.81697819314638
DT Christian,460,2.3394607843137254,2.1348039215686274,0.8382352941176471,28,162.17947303921568
A Mhatre,441,3.58,0.532,1.584,12,155.6682
NLTC Perera,424,2.688650306748466,2.205521472392638,1.0460122699386503,24,149.72246932515336
Sameer Rizvi,424,2.695723684210526,1.0953947368421053,1.2335526315789473,14,149.5397203947368
SA Asnodkar,423,2.9005681818181817,0.5028409090909091,1.0426136363636365,19,149.08423295454543
JR Hopes,417,2.8964968152866244,0.8980891719745223,1.10828025477707,17,147.07539808917196
C Connolly,415,2.7644787644787643,0.8223938223938224,1.5135135135135136,8,146.40830115830116
R Ravindra,413,3.1677852348993287,0.5067114093959731,1.174496644295302,16,145.67818791946308
J Botha,409,2.456043956043956,1.4807692307692308,0.8626373626373627,22,144.23269230769228
LR Shukla,405,2.7430167597765363,1.958100558659218,0.8016759776536313,29,142.9877094972067
AL Menaria,401,2.550408719346049,1.1743869209809263,0.8337874659400545,22,141.3892370572207
MV Boucher,394,2.1179245283018866,1.8396226415094339,1.0723270440251573,15,139.01187106918238
CA Pujara,390,2.142679900744417,0.8511166253101737,0.8213399503722084,18,137.37016129032259
Azhar Mahmood,388,2.712218649517685,1.3729903536977492,1.0096463022508038,19,136.95458199356912
J Fraser-McGurk,385,4.307881773399015,0.5221674876847291,1.6551724137931034,14,136.2624384236453
A Mishra,381,1.8988636363636364,2.3227272727272728,0.6045454545454545,31,134.41017045454547
KR Mayers,379,2.9746376811594204,0.5253623188405797,1.2246376811594204,13,133.74365942028984
JP Inglis,376,3.650462962962963,0.6990740740740741,1.5138888888888888,12,132.95520833333333
DB Ravi Teja,375,2.4646153846153847,1.6092307692307692,0.9261538461538461,20,132.3732307692308
S Sohal,368,2.9115755627009645,0.6205787781350482,0.9967845659163987,18,129.85136655948548
P Negi,365,2.7674418604651163,2.4219269102990033,0.8704318936877077,26,129.1003322259136
Rahmanullah Gurbaz,363,3.139575971731449,0.5724381625441696,1.1201413427561837,17,128.17340989399293
B Kumar,354,2.110969387755102,3.2066326530612246,0.5102040816326531,37,125.17110969387755
KV Sharma,352,2.5716612377850163,2.3680781758957656,0.8306188925081434,25,124.48265472312703
